"ALGHERO";"16 febbraio 2013";82,25;
"ALGHERO";"16 gennaio 2013";55,25;
"ALGHERO";"16 giugno 2013";67,00;
"ALGHERO";"16 luglio 2013";95,00;
"ALGHERO";"16 maggio 2013";92,67;
"ALGHERO";"16 marzo 2013";83,00;
"ALGHERO";"16 novembre 2013";88,50;
"ALGHERO";"16 ottobre 2013";81,50;
"ALGHERO";"16 settembre 2013";79,50;
"ALGHERO";"17 agosto 2013";89,00;
"ALGHERO";"17 aprile 2013";81,00;
"ALGHERO";"17 dicembre 2013";96,00;
"ALGHERO";"17 febbraio 2013";95,00;
"ALGHERO";"17 gennaio 2013";75,00;
"ALGHERO";"17 luglio 2013";81,00;
"ALGHERO";"17 maggio 2013";82,75;
"ALGHERO";"17 marzo 2013";80,50;
"ALGHERO";"17 novembre 2013";97,75;
"ALGHERO";"17 ottobre 2013";81,50;
"ALGHERO";"17 settembre 2013";73,50;
"ALGHERO";"18 agosto 2013";90,25;
"ALGHERO";"18 aprile 2013";95,00;
"ALGHERO";"18 dicembre 2013";92,33;
"ALGHERO";"18 febbraio 2013";90,25;
"ALGHERO";"18 gennaio 2013";66,25;
"ALGHERO";"18 giugno 2013";41,00;
"ALGHERO";"18 luglio 2013";71,00;
"ALGHERO";"18 maggio 2013";78,00;
"ALGHERO";"18 marzo 2013";76,50;
"ALGHERO";"18 novembre 2013";65,25;
"ALGHERO";"18 ottobre 2013";92,25;
"ALGHERO";"18 settembre 2013";64,75;
"ALGHERO";"19 agosto 2013";88,75;
"ALGHERO";"19 aprile 2013";95,00;
"ALGHERO";"19 dicembre 2013";97,50;
"ALGHERO";"19 febbraio 2013";92,00;
"ALGHERO";"19 gennaio 2013";88,33;
"ALGHERO";"19 giugno 2013";72,00;
"ALGHERO";"19 luglio 2013";91,00;
"ALGHERO";"19 maggio 2013";74,00;
"ALGHERO";"19 marzo 2013";78,75;
"ALGHERO";"19 novembre 2013";89,25;
"ALGHERO";"19 ottobre 2013";81,50;
"ALGHERO";"19 settembre 2013";76,67;
"ALGHERO";"20 agosto 2013";79,25;
"ALGHERO";"20 aprile 2013";68,25;
"ALGHERO";"20 dicembre 2013";78,33;
"ALGHERO";"20 febbraio 2013";94,00;
"ALGHERO";"20 gennaio 2013";74,25;
"ALGHERO";"20 giugno 2013";89,00;
"ALGHERO";"20 luglio 2013";86,33;
"ALGHERO";"20 maggio 2013";89,00;
"ALGHERO";"20 marzo 2013";84,25;
